timestamp,equity
1759920900000,998.88
1759921200000,998.88
1759921500000,998.88
1759921800000,998.88
1759922100000,998.88
1759922400000,998.88
1759922700000,998.88
1759923000000,998.88
1759923300000,998.88
1759923600000,998.88
1759923900000,998.88
1759924200000,998.88
1759924500000,998.88
1759924800000,998.88
1759925100000,998.88
1759925400000,998.88
1759925700000,998.88
1759926000000,998.88
1759926300000,998.88
1759926600000,998.88
1759926900000,998.88
1759927200000,998.88
1759927500000,998.88
1759927800000,998.88
1759928100000,998.88
1759928400000,998.88
1759928700000,998.88
1759929000000,998.88
1759929300000,998.88
1759929600000,998.88
1759929900000,998.88
1759930200000,998.88
1759930500000,998.88
1759930800000,1987.3090981516586
1759931100000,1987.3090981516586
1759931400000,1987.3090981516586
1759931700000,1987.3090981516586
1759932000000,1987.3090981516586
1759932300000,1987.3090981516586
1759932600000,1987.3090981516586
1759932900000,1987.3090981516586
1759933200000,1987.3090981516586
1759933500000,1987.3090981516586
1759933800000,1987.3090981516586
1759934100000,1987.3090981516586
1759934400000,1987.3090981516586
1759934700000,1987.3090981516586
1759935000000,1987.3090981516586
1759935300000,1987.3090981516586
1759935600000,1987.3090981516586
1759935900000,1987.3090981516586
1759936200000,1987.3090981516586
1759936500000,1987.3090981516586
1759936800000,1987.3090981516586
1759937100000,1987.3090981516586
1759937400000,1987.3090981516586
1759937700000,1987.3090981516586
1759938000000,1987.3090981516586
1759938300000,1987.3090981516586
1759938600000,1987.3090981516586
1759938900000,1987.3090981516586
1759939200000,1987.3090981516586
1759939500000,1987.3090981516586
1759939800000,1987.3090981516586
1759940100000,1987.3090981516586
1759940400000,1987.3090981516586
1759940700000,1987.3090981516586
1759941000000,1987.3090981516586
1759941300000,1987.3090981516586
1759941600000,1987.3090981516586
1759941900000,1987.3090981516586
1759942200000,1987.3090981516586
1759942500000,1987.3090981516586
1759942800000,1987.3090981516586
1759943100000,1987.3090981516586
1759943400000,1987.3090981516586
1759943700000,1987.3090981516586
1759944000000,1987.3090981516586
1759944300000,1987.3090981516586
1759944600000,1987.3090981516586
1759944900000,1987.3090981516586
1759945200000,1987.3090981516586
1759945500000,1987.3090981516586
1759945800000,1987.3090981516586
1759946100000,1987.3090981516586
1759946400000,1987.3090981516586
1759946700000,1987.3090981516586
1759947000000,1987.3090981516586
1759947300000,1987.3090981516586
1759947600000,1987.3090981516586
1759947900000,1987.3090981516586
1759948200000,1987.3090981516586
1759948500000,1987.3090981516586
1759948800000,-31.32118093737855
1759949100000,-31.32118093737855
1759949400000,-31.32118093737855
1759949700000,-31.32118093737855
1759950000000,-31.32118093737855
1759950300000,-31.32118093737855
1759950600000,-31.32118093737855
1759950900000,-31.32118093737855
1759951200000,-31.32118093737855
1759951500000,-31.32118093737855
1759951800000,-31.32118093737855
1759952100000,-31.32118093737855
1759952400000,-31.32118093737855
1759952700000,-31.32118093737855
1759953000000,-31.32118093737855
1759953300000,-31.32118093737855
1759953600000,-31.32118093737855
1759953900000,-31.32118093737855
1759954200000,-31.32118093737855
1759954500000,-31.32118093737855
1759954800000,-31.32118093737855
1759955100000,-31.32118093737855
1759955400000,-31.32118093737855
1759955700000,-31.32118093737855
1759956000000,-31.32118093737855
1759956300000,-31.32118093737855
1759956600000,-31.32118093737855
1759956900000,-31.32118093737855
1759957200000,-31.32118093737855
1759957500000,-31.32118093737855
1759957800000,-31.32118093737855
1759958100000,-31.32118093737855
1759958400000,-31.32118093737855
1759958700000,-31.32118093737855
1759959000000,-31.32118093737855
1759959300000,-31.32118093737855
1759959600000,-31.32118093737855
1759959900000,-31.32118093737855
1759960200000,-31.32118093737855
1759960500000,-31.32118093737855
1759960800000,-31.32118093737855
1759961100000,-31.32118093737855
1759961400000,-31.32118093737855
1759961700000,-31.32118093737855
1759962000000,-31.32118093737855
1759962300000,-31.32118093737855
1759962600000,-31.32118093737855
1759962900000,-31.32118093737855
1759963200000,-31.32118093737855
1759963500000,-31.32118093737855
1759963800000,-31.32118093737855
1759964100000,-31.32118093737855
1759964400000,-31.32118093737855
1759964700000,-31.32118093737855
1759965000000,-31.32118093737855
1759965300000,-31.32118093737855
1759965600000,-31.32118093737855
1759965900000,-31.32118093737855
1759966200000,-31.32118093737855
1759966500000,-31.32118093737855
1759966800000,-31.32118093737855
